"brewery_id","brewery_name","review_time","review_overall","review_aroma","review_appearance","review_profilename","beer_style","review_palate","review_taste","beer_name","beer_abv","beer_beerid","id"
178,"J.W. Lees & Co (Brewers) Ltd",1226507539,4.5,4,4,"BuckeyeNation","English Barleywine",4.5,4.5,"J.W. Lees Harvest Ale (Port Cask)",11.5,25063,1619
16526,"Elk Creek Cafe & Aleworks",1208735652,4.5,4,4,"akorsak","English India Pale Ale (IPA)",4.5,4,"Double Rainbow IPA",7.5,42029,1620
590,"New Glarus Brewing Company",1238895181,3.5,4,4,"akorsak","Czech Pilsener",3.5,3.5,"Unplugged Bohemian Lager",NA,44942,1621
694,"Tröegs Brewing Company",1160342609,4,3,4,"akorsak","Doppelbock",4,3,"Dreamenator",7,33123,1622
435,"Minhas Craft Brewery",1224868561,2.5,2,2.5,"ChainGangGuy","American Pale Lager",3,2,"Mountain Creek Classic Lager",5.5,19529,1623
4663,"Brasserie Artisanale De Rullés SPRL",1215985584,4,3.5,4.5,"BuckeyeNation","Belgian Dark Ale",3.5,3.5,"La Rullés Cuvée Meilleurs Voeux (Bière De Gaume)",7.3,23194,1624
1199,"Founders Brewing Company",1167271109,3.5,3,4.5,"ChainGangGuy","Scotch Ale / Wee Heavy",3.5,3,"Founders Dirty Bastard",8.5,7463,1625
10607,"Sixpoint Brewery",1221875551,4.5,4,4,"ChainGangGuy","American Porter",4.5,3.5,"Black Market Porter",6.1,35380,1626
8264,"Nørrebro Bryghus",1206508245,4,4,4,"ChainGangGuy","Milk / Sweet Stout",4,4,"La Granja Stout",7.5,19945,1627
881,"Camo Brewing Company",1237482599,1,1,2.5,"ChainGangGuy","American Strong Ale",2.5,1,"Genuine ALE",8.6,4683,1628
147,"Stone Brewing Co.",1286892959,3.5,3.5,4,"ChainGangGuy","American Porter",4,4,"Stone Smoked Porter With Chipotle",5.9,36707,1629
14879,"Hoppin' Frog Brewery",1209944991,3,3,3.5,"ChainGangGuy","Hefeweizen",4,3,"Wild Frog Wheat Ale",6,36862,1630
140,"Sierra Nevada Brewing Co.",1277935612,4,4,4,"womencantsail","American Double / Imperial IPA",4,4,"Chico IPA",7.3,44457,1631
5316,"Full Sail Brewery & Tasting Room & Pub",1184600583,3.5,4,4,"BuckeyeNation","American Amber / Red Ale",3.5,4,"Nugget (Brewmaster Reserve)",6.5,35992,1632
579,"Kona Brewing Co.",1175610110,4,3.5,4,"BuckeyeNation","American Porter",3.5,3.5,"Pipeline Porter",5.4,33183,1633
18149,"The Lost Abbey",1208901162,4.5,4.5,4,"BuckeyeNation","Saison / Farmhouse Ale",4,4,"Carnevale",6.5,40970,1634
7730,"Nøgne Ø - Det Kompromissløse Bryggeri A/S",1244307785,4,4,4,"ChainGangGuy","Sahti",4,4,"Sahti",11,46302,1635
30,"Avery Brewing Company",1196263156,4,4,4,"akorsak","Belgian Strong Dark Ale",4.5,4,"Collaboration Not Litigation Ale",8.72,34877,1636
14440,"Abbey Wright Brewing Co.",1221351216,4,4,3.5,"akorsak","American Double / Imperial IPA",4,3.5,"Alpha Deuce IPA",7.8,36710,1637
22598,"Cismontane Brewing Company",1311978687,2.5,3,4,"womencantsail","American Double / Imperial IPA",3.5,3,"Double Coulter IPA ""Dos Cone Es""",11.5,70125,1638
75,"Grupo Modelo S.A. de C.V.",1077732833,2,1.5,2,"BuckeyeNation","American Adjunct Lager",2,2,"Corona Extra",4.6,232,1639
21092,"World Brews",1284078669,2.5,2.5,3,"womencantsail","American Adjunct Lager",3,2.5,"Seven Kings",4.5,61710,1640
284,"Sapporo Breweries Ltd.",1188306844,2,2,3,"BuckeyeNation","Light Lager",2,2,"Sapporo Light Beer",3.9,25010,1641
697,"Kiuchi Brewery",1293978944,4,3.5,4,"BuckeyeNation","Belgian Pale Ale",4,4,"Hitachino Nipponia",6.5,61007,1642
5318,"Port Brewing Company / Pizza Port",1265658961,4,4.5,4.5,"womencantsail","American Wild Ale",4.5,4.5,"Brouwers Imagination Series #2 Strong Sour",9.5,54547,1643
3120,"Alpine Beer Company",1253253855,4,3.5,4,"womencantsail","Dunkelweizen",4,3.5,"Ichabod Ale 2008",5,45679,1644
15237,"De Struise Brouwers",1210518170,4,4,4,"BuckeyeNation","American Double / Imperial IPA",4,4,"Struise Mikkeller (Elliot Brew)",9,39379,1645
1950,"Court Avenue Brewing Company",1124923088,4.5,3.5,4,"BuckeyeNation","Witbier",4,4,"Belgian White",NA,25470,1646
68,"Flying Dog Brewery",1191445289,4,4,3.5,"ChainGangGuy","American Double / Imperial IPA",4,3.5,"Double Dog Double Pale Ale",11.5,35754,1647
60,"Cooperstown Brewing Company",1154136824,3.5,3.5,3.5,"akorsak","English India Pale Ale (IPA)",3.5,4,"Back Yard India Pale Ale",6.1,1599,1648
12959,"Captain Lawrence Brewing Co.",1302498574,3.5,4,4,"womencantsail","American Wild Ale",4,4,"Funky Sour Cherry #2",NA,67671,1649
7375,"Squatters Pub Brewery",1180743464,3.5,2.5,3,"akorsak","German Pilsener",3,3,"Provo Girl Pilsner",4,34407,1650
140,"Sierra Nevada Brewing Co.",1325710794,4,4,4,"ChainGangGuy","Quadrupel (Quad)",4.5,4.5,"Ovila Quad",10.4,74634,1651
132,"Rogue Ales",1178630935,4,3,4,"BuckeyeNation","American Malt Liquor",4,4,"Dad's Little Helper Malt Liquor",7.2,30424,1652
943,"Smoky Mountain Brewery & Restaurant",1273446112,3.5,3.5,4,"ChainGangGuy","Munich Helles Lager",3.5,3.5,"Velas Helles",5.2,3037,1653
1549,"Goose Island Beer Co.",1199139755,4.5,4.5,4,"ChainGangGuy","Extra Special / Strong Bitter (ESB)",4.5,4,"Harvest Ale",5.6,38488,1654
187,"Brouwerij Lindemans",1280122175,4.5,4,4.5,"womencantsail","Lambic - Fruit",4.5,4,"Lindemans Kriek Cuvée René",6,42679,1655
81,"Heineken Nederland B.V.",1263842595,3.5,2.5,3.5,"womencantsail","Euro Pale Lager",2.5,3,"Heineken Lager Beer",5,246,1656
694,"Tröegs Brewing Company",1245463676,4.5,4.5,4,"akorsak","American Double / Imperial IPA",4.5,4.5,"Scratch Beer 20 - 2009",7,50547,1657
562,"Steinhaus Brewing Co.",1286828718,4,3.5,4.5,"ChainGangGuy","American Blonde Ale",4,3.5,"Mission St. Blonde Ale",4.4,43074,1658
99,"Matt Brewing Company",1164409488,3.5,3.5,4,"akorsak","Rauchbier",3,3,"Saranac Rauchbier",5.6,33301,1659
192,"New Belgium Brewing",1308680485,3,3.5,3.5,"ChainGangGuy","Dunkelweizen",2.5,3,"Lips Of Faith - Dunkel Weiss",9,66052,1660
156,"Tommyknocker Brewery",1222398415,4,4,4,"ChainGangGuy","American Brown Ale",3,3,"Maple Nut Brown Ale",4.5,117,1661
16068,"Oakshire Brewing",1259249095,4.5,4.5,4.5,"BuckeyeNation","American IPA",4.5,4.5,"Watershed IPA",7.1,43844,1662
15189,"Big Boss Brewing",1224959163,4,4,3.5,"akorsak","Kölsch",4,4,"Angry Angel Kolsch",4.5,43208,1663
5318,"Port Brewing Company / Pizza Port",1264138638,4,4.5,4,"womencantsail","American Double / Imperial Stout",4,4,"Older Viscosity",12,34094,1664
35,"Boston Beer Company (Samuel Adams)",1305174949,3,2.5,4,"womencantsail","American IPA",3.5,3,"Latitude 48 Deconstructed IPA - Zeus",5.8,68403,1665
130,"Boulder Beer / Wilderness Pub",1317603061,3.5,3.5,4,"womencantsail","American IPA",3.5,3.5,"Mojo IPA",7.2,12322,1666
392,"Weyerbacher Brewing Co.",1191195328,4,4,4.5,"ChainGangGuy","American Amber / Red Ale",3.5,4,"Autumn Fest",5.4,5970,1667
793,"Lake Louie Brewery Company",1182047476,4,4,4,"akorsak","Milk / Sweet Stout",4,4,"Milk Stout",NA,7801,1668
13029,"Thornbridge Brewery",1276712227,3.5,4,4,"womencantsail","English Barleywine",4,4,"Alliance PX Reserve 2007",11,53910,1669
33,"Berkshire Brewing Company Inc.",1317995645,3.5,4,4,"womencantsail","Märzen / Oktoberfest",4,3.5,"Berkshire Oktoberfest Lager",6.8,6258,1670
357,"New England Brewing Co.",1276795221,3.5,3.5,3.5,"womencantsail","Russian Imperial Stout",4,3.5,"Barrel Aged Imperial Stout Trooper",NA,57827,1671
339,"Flying Fish Brewing Company",1306365498,4.5,4,4,"ChainGangGuy","Foreign / Export Stout",4.5,4.5,"Exit 13",7.5,63166,1672
156,"Tommyknocker Brewery",1264470386,3.5,3,4,"womencantsail","American Amber / Red Lager",3,3.5,"Ornery Amber",5.4,2294,1673
99,"Matt Brewing Company",1227491575,4,4,4,"ChainGangGuy","English Pale Ale",3.5,3,"Saranac Pale Ale",5.5,914,1674
1549,"Goose Island Beer Co.",1082740229,3.5,3,3,"BuckeyeNation","German Pilsener",3.5,3.5,"Goose Pils",5,3011,1675
1503,"Hambleton Ales",1094077359,4.5,4,4,"BuckeyeNation","English Porter",3.5,4.5,"Hambleton Nightmare (Extra Stout  Porter)",5,4753,1676
2743,"Green Flash Brewing Co.",1251330630,4.5,4,4,"womencantsail","American Pale Ale (APA)",4,4.5,"30th Street Pale Ale",6,47244,1677
651,"Ithaca Beer Company",1321552996,4.5,4,3.5,"ChainGangGuy","American Wild Ale",4.5,4,"LeBleu",5.4,55139,1678
1114,"Bullfrog Brewery",1267039696,2.5,3,3.5,"womencantsail","Scottish Ale",3.5,3,"Wolfsblood Scotch",7.5,36716,1679
136,"Utah Brewers Cooperative",1170965318,2.5,2.5,2.5,"BuckeyeNation","American Amber / Red Ale",2.5,2.5,"Wasatch Evolution",4,27659,1680
215,"Bières de Chimay S.A.",1282874619,4,4,4,"akorsak","Dubbel",4,3.5,"Chimay Première (Red)",7,672,1681
24257,"The Gamble Mill Restaurant & Microbrewery",1303054988,4,4,4,"akorsak","American Pale Ale (APA)",3.5,4,"J. Rose Pale Ale",5,68199,1682
590,"New Glarus Brewing Company",1156969022,3.5,3.5,4,"BuckeyeNation","American Pale Lager",3.5,3.5,"Totally Naked",4.25,6228,1683
16205,"Saint Somewhere Brewing Company",1234302422,4.5,4,4,"BuckeyeNation","Saison / Farmhouse Ale",4.5,4.5,"Saison Athene",7.5,38426,1684
1549,"Goose Island Beer Co.",1274038547,5,4.5,4.5,"akorsak","Saison / Farmhouse Ale",4.5,5,"Sofie",6.5,48824,1685
694,"Tröegs Brewing Company",1246653901,4,4,4,"akorsak","Oatmeal Stout",4,4,"Scratch Beer 15 - 2008",6,45781,1686
894,"the Nils Oscar Company",1250984670,3,4,4,"akorsak","Russian Imperial Stout",3,3,"Nils Oscar Imperial Stout",7,3016,1687
147,"Stone Brewing Co.",1169428210,3.5,4,3.5,"akorsak","American Amber / Red Ale",3.5,4,"Stone Levitation Ale",4.4,6301,1688
4555,"Tustin Brewing Company",1298362783,2.5,3,3.5,"womencantsail","Tripel",3,3,"3rd Nipple Tripel",NA,66442,1689
13307,"Mikkeller ApS",1309725732,4,4,4,"akorsak","American IPA",4,4.5,"Koppi Coffee IPA",6.9,65674,1690
1950,"Court Avenue Brewing Company",1126737240,3.5,3,4.5,"BuckeyeNation","Foreign / Export Stout",3,3.5,"Blackhawk Stout",6.13,25197,1691
5318,"Port Brewing Company / Pizza Port",1187474753,4.5,5,4,"BuckeyeNation","American Double / Imperial IPA",5,4.5,"Hop 15",10,31323,1692
19897,"Evolution Craft Brewing Company",1314395816,4,4,4,"akorsak","American Pale Ale (APA)",3.5,4,"Summer Session Ale",4.6,61240,1693
2210,"Firestone Walker Brewing Co.",1294704645,4.5,4,4,"womencantsail","American Blonde Ale",4,4,"Selma's Honey Blonde",4.4,65193,1694
60,"Cooperstown Brewing Company",1189517193,4,4,3.5,"BuckeyeNation","English Strong Ale",3.5,4,"Pride Of Milford Special Ale",7.7,1791,1695
99,"Matt Brewing Company",1273454476,3,4,3.5,"ChainGangGuy","English Porter",3.5,3.5,"Saranac Maple Porter",5.3,53203,1696
14064,"Kern River Brewing Company",1306777560,4,4,4.5,"womencantsail","American Double / Imperial IPA",4,4,"5th Anniversary Ale",8,69075,1697
1862,"Top of the Hill Restaurant and Brewery",1151273431,4,3.5,3.5,"BuckeyeNation","American Pale Lager",3.5,3.5,"Leaderboard Trophy Lager",4.2,26291,1698
132,"Rogue Ales",1275423125,3.5,3,4,"ChainGangGuy","Herbed / Spiced Beer",4,4,"John John Juniper",5.2,60094,1699
8,"Widmer Brothers Brewing Company",1243801521,3.5,3.5,3.5,"akorsak","American Pale Wheat Ale",3.5,3.5,"Widmer Hefeweizen",4.9,17,1700
16589,"Spring House Brewing Company",1236541514,4.5,4.5,4,"akorsak","American Stout",4.5,5,"Planet Bean Coffee Stout",7,48186,1701
18371,"Pretty Things Beer & Ale Project",1292866901,2.5,3,3.5,"ChainGangGuy","English Pale Ale",3.5,3,"Hedgerow Bitter",5.4,61538,1702
5318,"Port Brewing Company / Pizza Port",1279577750,4.5,3.5,3.5,"womencantsail","Fruit / Vegetable Beer",3.5,3.5,"Brewbies Pink Ale",5.5,57068,1703
2089,"ReaperAle",1131316990,4.5,4.5,4.5,"BuckeyeNation","Foreign / Export Stout",4,4,"Mortality Stout",7.75,5419,1704
559,"Speakeasy Ales & Lagers",1293733882,3.5,4,4,"womencantsail","American Double / Imperial IPA",4,3.5,"The Don",11.1,64882,1705
748,"RCH Brewery",1110207744,3,2.5,4,"BuckeyeNation","English Porter",2.5,3,"Old Slug Porter",4.5,2548,1706
9020,"Yazoo Brewing Company",1290216556,4,3.5,4,"akorsak","American Porter",3.5,3.5,"Sue",9,51483,1707
3073,"Oggi's Pizza & Brewing Co.",1305610925,3,3,4,"womencantsail","American IPA",3.5,3,"Torrey Pines IPA",6.9,6962,1708
943,"Smoky Mountain Brewery & Restaurant",1096841156,3.5,3,3,"BuckeyeNation","American Amber / Red Ale",3,3,"Cherokee Red Ale",5.5,3024,1709
140,"Sierra Nevada Brewing Co.",1318538167,4,3.5,4.5,"ChainGangGuy","American IPA",4,4,"Estate Homegrown Wet Hop Ale",6.7,62328,1710
73,"Great Lakes Brewing Company",1163381836,4,3.5,4,"akorsak","American Pale Ale (APA)",4,3.5,"Great Lakes Burning River Pale Ale",6,225,1711
1805,"Rock Art Brewery",1206304582,3.5,4,3.5,"ChainGangGuy","American Porter",3.5,3,"Midnight Madness Smoked Porter",NA,9093,1712
16526,"Elk Creek Cafe & Aleworks",1290907849,4,3.5,4,"akorsak","American Pale Ale (APA)",4,3.5,"Elk Creek Copper Ale",NA,40648,1713
127,"Portland Brewing Company",1086793549,4,3.5,4,"BuckeyeNation","American IPA",4,4,"MacTarnahan's Oak-Aged IPA",6,10545,1714
612,"Flossmoor Station Restaurant & Brewery",1285243407,4,4,4.5,"BuckeyeNation","American Double / Imperial Pilsner",4,4,".357 Imperial Pilsner",12,57926,1715
9020,"Yazoo Brewing Company",1315372270,3.5,4,3.5,"womencantsail","American IPA",4,3.5,"Hop Project #56",NA,71980,1716
147,"Stone Brewing Co.",1247855127,3.5,4.5,4,"womencantsail","American Barleywine",4.5,4.5,"Stone Old Guardian Barley Wine Style Ale 2009",11.3,47772,1717
136,"Utah Brewers Cooperative",1170277107,4,3,4,"BuckeyeNation","American Pale Ale (APA)",3.5,3.5,"Squatters Chasing Tail Golden Ale",4,20869,1718
18149,"The Lost Abbey",1206840582,4.5,4,4,"ChainGangGuy","Saison / Farmhouse Ale",4,4,"Carnevale",6.5,40970,1719
729,"Palmetto Brewing Company",1217036776,4,3.5,4,"akorsak","American Porter",4,3.5,"Palmetto Porter",NA,2681,1720
222,"Brouwerij Duvel Moortgat NV",1182261752,4.5,3.5,4.5,"BuckeyeNation","Tripel",4,4,"Maredsous 10 - Triple",10,2566,1721
694,"Tröegs Brewing Company",1325103040,4,4,4,"akorsak","American Pale Ale (APA)",4,4,"Scratch Beer 56 - 2011 (Single Hop Simcoe)",6.4,76775,1722
11882,"Round Barn Brewery",1256128915,4,4,4,"BuckeyeNation","American IPA",3.5,3.5,"Oaked IPA",6.75,45467,1723
3599,"Baird Brewing Company / Fishmarket Taproom",1237381156,4.5,4,4.5,"BuckeyeNation","American Amber / Red Ale",4,4,"Red Rose Amber Ale",5.4,16904,1724
24300,"Evil Twin Brewing",1320696461,4,4,4,"ChainGangGuy","American Double / Imperial IPA",3.5,3.5,"Evil Twin Yang",10,68300,1725
1628,"Southampton Publick House",1281563618,4.5,4.5,4.5,"BuckeyeNation","Saison / Farmhouse Ale",4,4.5,"Southampton Cuvee Des Fleurs",8.2,18630,1726
762,"Butte Creek Brewing Company",1195417620,4,4,4.5,"ChainGangGuy","American Barleywine",4,4,"Trainwreck Organic Barleywine Style Ale",10.6,35477,1727
233,"Sherwood Forest Brewers Ltd.",1226496923,3.5,3,4,"BuckeyeNation","English Pale Ale",3.5,3.5,"Archer's Ale",5.31,2258,1728
16589,"Spring House Brewing Company",1319318624,4,4.5,4,"akorsak","Pumpkin Ale",4,4.5,"Braaaiins!",7.1,62259,1729
1311,"Celtic Bayou",1112573009,4.5,4,4.5,"BuckeyeNation","American Amber / Red Ale",4.5,4.5,"Dry Hopped Hedgerow Red Ale",6.5,11825,1730
17981,"Cigar City Brewing",1305151003,3,3.5,3.5,"womencantsail","American Double / Imperial IPA",3.5,3,"110K+OT Batch #3 - The Other West Coast IPA",10,58685,1731
192,"New Belgium Brewing",1309184482,2.5,2.5,4,"womencantsail","Berliner Weissbier",3.5,2.5,"Lips Of Faith - Imperial Berliner Style Weisse",7,60068,1732
1762,"St. George Brewing Company, The",1157111866,2.5,2,4,"akorsak","English Pale Ale",2.5,2.5,"Summer Ale",5,43621,1733
17116,"Southern Oregon Brewing Company",1237552171,4,3,3.5,"BuckeyeNation","American Pale Ale (APA)",4,3.5,"Pale Ale",5,43784,1734
2089,"ReaperAle",1167838667,4,3.5,4,"BuckeyeNation","American Blonde Ale",4,3.5,"Inevitable Ale",7.1,28617,1735
710,"Jacob Leinenkugel Brewing Company",1235422593,2.5,2.5,3,"ChainGangGuy","Bock",3,2.5,"1888 Bock",5.1,46550,1736
402,"Old Dominion Brewing Company",1257561705,4.5,4,4,"akorsak","American Stout",4.5,4,"Dominion Oak Barrel Stout",6.1,1192,1737
1628,"Southampton Publick House",1292102377,2.5,3,3.5,"womencantsail","American IPA",3.5,3,"Southampton IPA",6.5,8312,1738
1177,"Minneapolis Town Hall Brewery",1085942088,4.5,5,5,"BuckeyeNation","American IPA",4.5,4.5,"Masala Mama India Pale Ale",5.9,6368,1739
10991,"Christian Moerlein Brewing Company",1120596823,2.5,2,3.5,"BuckeyeNation","Light Lager",2.5,2.5,"Christian Moerlein Select Light",NA,17859,1740
423,"Boulevard Brewing Co.",1267797015,4,4,4,"BuckeyeNation","German Pilsener",4,4,"Pilsner",4.8,43590,1741
17981,"Cigar City Brewing",1259079380,4,4,4,"akorsak","American Brown Ale",4,3.5,"Maduro Oatmeal Brown Ale",5.5,47731,1742
147,"Stone Brewing Co.",1289928135,4,4,4,"ChainGangGuy","Belgian IPA",3,4,"Stone 08.08.08 Vertical Epic Ale",8.6,44138,1743
6928,"Twain's Billiards and Tap",1229984248,3,3.5,4,"ChainGangGuy","American Pale Wheat Ale",3,3.5,"Twain's Moral Sense American Wheat",6,46759,1744
287,"Bell's Brewery, Inc.",1248044096,3.5,4,4,"akorsak","Belgian Pale Ale",4,4,"Golden Funk",NA,51290,1745
13014,"Surly Brewing Company",1289181973,4.5,4,4,"womencantsail","American IPA",4,4.5,"Wet",7.5,53267,1746
13307,"Mikkeller ApS",1195325843,4,4,4.5,"ChainGangGuy","American IPA",4,3.5,"Stateside IPA",7,33670,1747
6045,"Iron Hill Brewery & Restaurant",1319314909,4,4,4,"akorsak","Belgian Pale Ale",4,4,"Belgian Harvest Ale",5.7,74406,1748
394,"Stoudts Brewing Co.",1256305209,2.5,3.5,3.5,"akorsak","Quadrupel (Quad)",2,2.5,"Brewers Reserve Belgian-Style Quad",11,52368,1749
339,"Flying Fish Brewing Company",1274873039,3.5,3.5,3.5,"BuckeyeNation","Belgian Strong Pale Ale",3.5,3.5,"Grand Cru Winter Reserve",7.2,1960,1750
222,"Brouwerij Duvel Moortgat NV",1295321259,4,3.5,4,"womencantsail","Belgian Strong Pale Ale",4,3.5,"Duvel",8.5,695,1751
10557,"KleinBrouwerij De Glazen Toren",1223588475,4,4.5,5,"BuckeyeNation","Tripel",3.5,4,"Ondineke Oilsjtersen Tripel",8.5,21112,1752
811,"Highland Brewing",1158617387,3.5,3.5,3.5,"akorsak","American Amber / Red Ale",4,4,"Highland Gaelic Ale",5.8,2526,1753
76,"Hacker-Pschorr Bräu GmbH",1233841384,3.5,3.5,4,"BuckeyeNation","Munich Helles Lager",4,3.5,"Hacker-Pschorr Münchner Gold",5.5,31425,1754
13907,"Crabtree Brewing Company",1263703626,2,2,2.5,"ChainGangGuy","American Pale Ale (APA)",2,2,"Jeff's Pale Ale",5,42790,1755
22938,"5 Points Brewing Company",1279574972,4,3.5,3.5,"womencantsail","American Pale Lager",3.5,4,"Pilsner",NA,60215,1756
8,"Widmer Brothers Brewing Company",1303300754,4,4,4,"BuckeyeNation","American Black Ale",3.5,4,"Pitch Black IPA",6.5,54262,1757
113,"Samuel Smith Old Brewery (Tadcaster)",1124888361,4,3.5,4,"BuckeyeNation","English Pale Ale",4,4,"Samuel Smith's Old Brewery Pale Ale",5,575,1758
1847,"Asheville Pizza and Brewing Co.",1190688452,4,3,3.5,"ChainGangGuy","Scottish Ale",4,3.5,"Scottish Ale",4,22126,1759
2372,"Terrapin Beer Company",1237931590,4,4,3.5,"ChainGangGuy","Hefeweizen",4,4,"Terrapin SunRay Wheat Beer",4.5,45069,1760
15642,"Flat Earth Brewing Company",1295526299,4,4,4,"BuckeyeNation","American IPA",4,4,"Northwest Passage",6.5,48888,1761
1417,"Black Sheep Brewery PLC",1227583839,4,3,4,"ChainGangGuy","English Pale Ale",4,3.5,"Black Sheep Ale (Special)",4.4,4904,1762
1628,"Southampton Publick House",1212096848,4.5,3.5,4,"ChainGangGuy","Russian Imperial Stout",4.5,4.5,"Imperial Russian Stout",10.2,6512,1763
263,"Brauerei Heller-Trum / Schlenkerla",1305768759,4,4,4,"akorsak","Munich Helles Lager",4.5,4,"Aecht Schlenkerla Helles Lagerbier",4.3,29145,1764
252,"Bayerische Staatsbrauerei Weihenstephan",1269672596,4,3.5,3.5,"womencantsail","Märzen / Oktoberfest",3.5,3.5,"Weihenstephaner Festbier",5.8,6861,1765
9897,"Jolly Pumpkin Artisan Ales",1313350577,4,4,4,"womencantsail","American Double / Imperial Stout",4,3.5,"Madrugada Obscura, Dark Dawn Stout",8.1,28309,1766
433,"Molson Coors Canada",1227125901,1.5,1.5,3.5,"ChainGangGuy","American Adjunct Lager",3,1.5,"Molson Canadian Lager",5,1312,1767
669,"Brouwerij De Landtsheer NV",1247432251,4.5,4,4,"BuckeyeNation","Bière de Champagne / Bière Brut",4.5,4.5,"Malheur Brut Noir (Black Chocolate)",12,16487,1768
684,"Fish Brewing Company / Fishbowl Brewpub",1129679780,2.5,2.5,3.5,"BuckeyeNation","American Amber / Red Ale",3.5,2.5,"Fish Tale Amber Ale",5.5,3578,1769
18371,"Pretty Things Beer & Ale Project",1239415416,4,4,4,"akorsak","Saison / Farmhouse Ale",4.5,4,"Jack D'or",6.4,46290,1770
10485,"East End Brewing Company",1174760760,4,3.5,4,"akorsak","Tripel",4,4,"The Ugly American",7.8,32040,1771
1199,"Founders Brewing Company",1271886023,4.5,4.5,4,"womencantsail","American Double / Imperial IPA",4,4,"Founders Double Trouble",9.4,34146,1772
3818,"Southern Tier Brewing Company",1165875945,4,4,4,"BuckeyeNation","American Amber / Red Ale",4.5,4,"Big Red (Imperial Red)",9.5,31503,1773
3043,"Brauerei Hirt GmbH",1196608316,3.5,3,4,"BuckeyeNation","Munich Dunkel Lager",3,3,"Hirter Morchl",5,25903,1774
1471,"Dark Horse Brewing Company",1275157888,4,4,4,"akorsak","American IPA",4,4,"Dark Horse Crooked Tree IPA",6,5385,1775
392,"Weyerbacher Brewing Co.",1197079664,4,4,4,"akorsak","Tripel",4,3.5,"Prophecy",9.3,23555,1776
15642,"Flat Earth Brewing Company",1240520329,3.5,3.5,3.5,"BuckeyeNation","English Barleywine",4,3.5,"Winter Warlock",9,41472,1777
8346,"Maisel Bräu Bamberg GmbH",1216728021,3,2,2.5,"BuckeyeNation","Keller Bier / Zwickel Bier",2.5,3,"St. Michaelsberg Kellerbier",4.9,39528,1778
6052,"Innstadt Brauerei",1221050815,3.5,3,4,"BuckeyeNation","Bock",3,3.5,"D' Inn'Staade",5.6,27676,1779
81,"Heineken Nederland B.V.",1092426920,2.5,3,3,"BuckeyeNation","Euro Dark Lager",3,2.5,"Heineken Dark Lager",5,1167,1780
1075,"Caldera Brewing Company",1269322876,3.5,3.5,4,"womencantsail","American Amber / Red Ale",3.5,3.5,"Ashland Amber",5.4,10785,1781
1199,"Founders Brewing Company",1181872668,5,5,4,"akorsak","American Double / Imperial Stout",5,5,"Founders KBS (Kentucky Breakfast Stout)",11.2,19960,1782
35,"Boston Beer Company (Samuel Adams)",1321907112,4,4,4,"ChainGangGuy","American Stout",4.5,4.5,"Samuel Adams Black & Brew Coffee Stout",5.8,74390,1783
4555,"Tustin Brewing Company",1284712975,4,3.5,4,"womencantsail","Märzen / Oktoberfest",4,3.5,"Oktoberfest",NA,61907,1784
357,"New England Brewing Co.",1202565998,3,3.5,4.5,"BuckeyeNation","American Amber / Red Ale",3,3,"Atlantic Amber",5,10481,1785
287,"Bell's Brewery, Inc.",1196639435,4.5,5,4,"akorsak","American IPA",4.5,5,"Two Hearted Ale",7,1093,1786
6045,"Iron Hill Brewery & Restaurant",1306547102,4,4,4,"akorsak","Belgian Strong Pale Ale",4,4,"Abby's Fault",9,50206,1787
741,"Lakefront Brewery, Inc.",1192194889,4,4,3.5,"BuckeyeNation","Witbier",4,4,"White Beer",4.6,3458,1788
13884,"Peak Organic Brewing Company",1312409357,2,2.5,4,"ChainGangGuy","American Black Ale",4.5,2,"Hop Noir",8.2,66426,1789
30,"Avery Brewing Company",1247237965,4,4,4,"BuckeyeNation","American Wild Ale",4.5,4,"Avery Anniversary Ale - Fifteen",7.68,42353,1790
395,"Bluegrass Brewing Co. - East St. Matthew's",1182687010,3,2.5,3.5,"BuckeyeNation","American Blonde Ale",2,2.5,"Horse Piss Beer",5,29204,1791
192,"New Belgium Brewing",1251183000,3.5,3,4,"womencantsail","Bière de Garde",4,3,"Lips Of Faith - Biere De Mars",6.2,51300,1792
694,"Tröegs Brewing Company",1252180061,4,4,4,"akorsak","Witbier",4,4,"Scratch Beer 22 - 2009",5.5,51683,1793
6288,"Picobrouwerij Alvinne / Den Bierzolder",1282307513,4,3.5,4.5,"BuckeyeNation","Belgian Strong Pale Ale",3.5,4,"Melchior",11,27188,1794
147,"Stone Brewing Co.",1249957381,4.5,4,4.5,"womencantsail","American Strong Ale",4.5,4.5,"Oaked Arrogant Bastard Ale",7.2,8951,1795
16315,"BrewDog",1275144724,4.5,4,4,"BuckeyeNation","American Black Ale",3.5,4,"Bashah",8.6,53388,1796
2210,"Firestone Walker Brewing Co.",1306783175,3,3,4,"womencantsail","Tripel",4,3.5,"Yard House Belgian Amber Tripel",9,67991,1797
886,"Gubernija Brewery",1309656795,3.5,3.5,4,"akorsak","Euro Strong Lager",3,3,"Gubernija Grand 9.5 Beer",9.5,35603,1798
16866,"The Bruery",1281616900,4,4,3.5,"BuckeyeNation","Belgian Strong Dark Ale",3.5,4,"2 Turtle Doves",12,53326,1799
365,"Pike Pub & Brewery",1276715451,4.5,4,4.5,"ChainGangGuy","American Amber / Red Ale",4.5,4,"Pike Pale Heirloom Amber Ale",5.3,35717,1800
